City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,phang nga,8.4509,98.5298,31.02,77,68,0.58,TH,1701931869
361,smirnykh,49.75,142.8333,1.83,99,100,3.74,RU,1701931871
362,mount gambier,-37.8333,140.7667,20.7,43,0,3.49,AU,1701931872
363,jindabyne,-36.4167,148.6333,23.09,43,74,4.92,AU,1701931873
364,lubango,-14.9172,13.4925,16.92,100,40,1.03,AO,1701931875
365,laojunmiao,39.8333,97.7333,7.38,13,86,2.27,CN,1701931876
366,marang,5.2056,103.2059,24.95,86,100,2.84,MY,1701931877
367,ubari,26.5921,12.7805,14.35,26,0,4.98,LY,1701931879
368,nizhneudinsk,54.9076,99.0276,-18.51,88,100,4.63,RU,1701931663
369,scottsburg,38.6856,-85.7702,0.08,53,93,3.84,US,1701931881
370,al wajh,26.2455,36.4525,21.97,60,0,1.54,SA,1701931883
371,kokstad,-30.5472,29.4241,16.25,90,100,2.81,ZA,1701931884
372,kutum,14.2,24.6667,19.37,15,67,2.79,SD,1701931885
373,hotan,37.0997,79.9269,16.65,5,3,2.33,CN,1701931887
374,oranjemund,-28.55,16.4333,19.97,71,29,2.03,NA,1701931888
375,jumla,29.2747,82.1838,15.67,19,2,2.74,NP,1701931889
376,kotlas,61.2611,46.6556,-21.08,97,23,1.34,RU,1701931891
377,biloela,-24.4167,150.5,33.09,24,0,8.08,AU,1701931892
378,changping,40.2186,116.2197,8.8,25,0,1.18,CN,1701931893
379,east lismore,-28.8193,153.2874,28.64,70,0,3.24,AU,1701931895
380,mallammaduri,12.565,9.9573,21.14,20,6,4.6,NG,1701931896
381,anaconda,46.1285,-112.9423,7.55,74,99,2.94,US,1701931897
382,itaituba,-4.2761,-55.9836,24.69,81,62,0.66,BR,1701931899
383,el granada,37.5027,-122.4694,14.36,90,75,3.6,US,1701931900
384,shevchenko,48.5,35.0,-0.5,82,100,5.52,UA,1701931634
385,lata,40.1629,-8.3327,12.67,93,100,2.67,PT,1701931902
386,tartouss,34.889,35.8866,19.54,72,100,6.15,SY,1701931904
387,lauenburg,53.372,10.5565,0.91,99,100,1.32,DE,1701931816
388,annau,37.8876,58.516,7.72,81,100,3.09,TM,1701931906
389,kiunga,-6.1219,141.2906,30.01,76,30,0.65,PG,1701931908
390,belabo,4.9333,13.3,22.56,89,67,0.41,CM,1701931910
391,pancas,-19.225,-40.8514,20.57,98,99,0.51,BR,1701931912
392,carnarvon,-24.8667,113.6333,25.15,62,0,11.48,AU,1701931913
393,sinop,41.7711,34.8709,10.61,75,93,3.46,TR,1701931914
394,murun-kuren,49.6342,100.1625,-5.99,77,100,7.96,MN,1701931916
395,itoman,26.1247,127.6694,22.21,53,20,6.17,JP,1701931918
396,mili,6.0815,171.735,27.77,82,83,9.67,MH,1701931920
397,sharlyk,52.9167,54.75,-16.09,92,12,1.85,RU,1701931921
398,hirara,24.8,125.2833,22.92,60,20,6.69,JP,1701931922
399,nuku'alofa,-21.1333,-175.2,26.49,74,5,2.62,TO,1701931923
400,mudanjiang,44.5833,129.6,-8.77,65,6,6.83,CN,1701931925
401,santana,-0.0583,-51.1817,26.1,94,75,1.54,BR,1701931926
402,labrador city,52.9463,-66.9114,-13.05,92,100,2.57,CA,1701931927
403,mandalgovi,45.7625,106.2708,3.08,44,13,10.57,MN,1701931929
404,holualoa,19.6228,-155.9522,23.91,77,100,2.06,US,1701931930
405,anapa,44.8908,37.3239,4.19,86,0,6.0,RU,1701931652
406,garko,10.1751,11.1646,23.8,14,91,5.08,NG,1701931933
407,nakanojomachi,36.5833,138.85,7.34,61,12,6.91,JP,1701931934
408,colonia,50.9333,6.95,1.87,92,20,3.09,DE,1701931650
409,lerwick,60.1545,-1.1494,5.0,65,100,10.74,GB,1701931432
410,basco,20.4487,121.9702,23.71,78,100,14.8,PH,1701931938
411,makamba,-4.1348,29.804,21.74,76,74,0.15,BI,1701931939
412,boujniba,32.9005,-6.7746,9.99,86,99,2.07,MA,1701931941
413,dhidhdhoo,6.8833,73.1,27.93,79,99,4.68,MV,1701931942
414,kuchaiburi,22.2667,86.1667,19.54,91,100,2.71,IN,1701931943
415,nchelenge,-9.3451,28.734,20.82,88,100,1.3,ZM,1701931945
416,chulakkurgan,43.765,69.1814,-1.49,48,100,2.66,KZ,1701931666
417,eureka,40.8021,-124.1637,10.37,95,30,2.24,US,1701931947
418,beyneu,45.3167,55.2,0.31,65,100,8.64,KZ,1701931948
419,kill devil hills,36.0307,-75.676,5.01,61,0,6.17,US,1701931950
420,tostado,-29.232,-61.7692,18.32,86,1,2.21,AR,1701931951
421,bengkulu,-3.8004,102.2655,27.22,84,100,3.6,ID,1701931952
422,turkestan,43.3333,68.25,4.62,39,100,1.53,KZ,1701931953
423,tiadiaye,14.4167,-16.7,22.45,35,2,3.67,SN,1701931955
424,junin de los andes,-39.9504,-71.0694,6.53,80,3,2.44,AR,1701931956
425,geraldton,-28.7667,114.6,25.23,53,40,10.29,AU,1701931958
426,murzuq,25.9155,13.9184,16.45,23,0,4.08,LY,1701931959
427,alpena,45.0617,-83.4327,1.18,86,100,5.14,US,1701931960
428,gouyave,12.1646,-61.7296,26.43,89,40,5.14,GD,1701931962
429,vilyuysk,63.7553,121.6247,-45.56,100,69,1.34,RU,1701931963
430,nay pyi taw,19.745,96.1297,30.29,54,35,1.6,MM,1701931964
431,dauphin,51.1494,-100.0502,3.08,70,100,1.03,CA,1701931965
432,fisterra,42.9049,-9.2629,15.42,97,100,11.29,ES,1701931807
433,jiuquan,39.7432,98.5174,9.24,13,65,2.28,CN,1701931968
434,taft,31.7471,54.2088,11.97,19,0,2.06,IR,1701931970
435,flin flon,54.7682,-101.865,-7.22,96,43,1.77,CA,1701931971
436,kolokani,13.5728,-8.0339,20.01,21,72,3.66,ML,1701931972
437,es castell,39.8795,4.2854,9.38,87,20,2.06,ES,1701931974
438,tommot,58.9564,126.2925,-37.1,98,89,1.08,RU,1701931976
439,booue,-0.0921,11.9385,24.73,92,81,0.22,GA,1701931977
440,shimoda,34.6667,138.95,17.2,56,1,14.43,JP,1701931979
441,huoqiu chengguanzhen,32.3547,116.2939,23.15,20,0,6.01,CN,1701931980
442,berdyansk,46.7503,36.7944,3.17,89,100,10.76,UA,1701931793
443,deqen,29.9618,90.7188,6.08,23,100,1.48,CN,1701931983
444,bonthe,7.5264,-12.505,24.64,94,25,1.92,SL,1701931984
445,turpan,42.9333,89.1667,6.95,33,100,0.57,CN,1701931508
446,constantia,44.1833,28.65,2.38,88,100,7.59,RO,1701931987
447,lodja,-3.4833,23.4333,22.68,96,100,0.49,CD,1701931988
448,salekhard,66.53,66.6019,-29.38,98,100,2.62,RU,1701931687
449,auki,-8.7676,160.7034,26.62,84,95,3.43,SB,1701931991
450,souillac,-20.5167,57.5167,27.21,83,75,4.12,MU,1701931992
451,'ali sabieh,11.1558,42.7125,25.07,56,39,8.66,DJ,1701931993
452,kununurra,-15.7667,128.7333,37.99,32,71,3.6,AU,1701931995
453,arica,-18.475,-70.3042,20.13,73,100,2.06,CL,1701931536
454,kurmuk,10.55,34.2833,30.64,22,5,3.72,SD,1701931997
455,campoverde,-8.4753,-74.8058,23.83,96,99,0.45,PE,1701931999
456,tara,56.8944,74.371,-28.08,90,14,2.54,RU,1701932000
457,santiago de cao,-7.9589,-79.2392,19.07,88,100,3.09,PE,1701932001
458,mersing,2.4312,103.8405,29.95,74,40,4.63,MY,1701932002
459,el jadid,33.2549,-8.506,16.39,89,65,3.02,MA,1701932004
460,douglas,41.3,-96.167,7.7,81,0,4.63,US,1701932005
461,hasaki,35.7333,140.8333,19.05,51,0,13.19,JP,1701932006
462,hassi messaoud,31.6804,6.0729,9.92,66,0,2.06,DZ,1701932008
463,karratha,-20.7377,116.8463,36.34,35,6,6.26,AU,1701932009
464,quesnel,52.9999,-122.5029,-1.72,93,100,0.0,CA,1701932010
465,laguna,38.421,-121.4238,12.38,92,0,3.09,US,1701932012
466,saint-francois,46.4154,3.9054,-0.74,100,100,1.54,FR,1701932013
467,labytnangi,66.6572,66.4183,-28.12,97,100,2.1,RU,1701932014
468,tadine,-21.55,167.8833,23.57,68,100,6.61,NC,1701932016
469,tindouf,27.6711,-8.1474,15.99,51,100,1.71,DZ,1701932017
470,verkhnevilyuysk,63.4453,120.3167,-45.39,100,70,0.48,RU,1701932018
471,road town,18.4167,-64.6167,27.07,74,0,2.54,VG,1701932020
472,adigrat,14.277,39.462,15.8,44,0,1.85,ET,1701932021
473,nouadhibou,20.931,-17.0347,21.47,56,100,5.55,MR,1701932022
474,heidelberg,-26.5048,28.3592,18.86,56,99,6.87,ZA,1701931836
475,buala,-8.145,159.5921,27.05,85,100,5.88,SB,1701932025
476,kone,-21.0595,164.8658,25.7,62,100,3.43,NC,1701932026
477,yambio,4.5721,28.3955,26.53,72,39,0.52,SS,1701932029
478,mirny,62.5353,113.9611,-43.76,57,75,0.22,RU,1701932030
479,hami,42.8,93.45,4.33,34,100,1.3,CN,1701932031
480,alvaraes,-3.2208,-64.8042,23.03,98,68,0.58,BR,1701932033
481,plastun,44.7561,136.2939,-5.13,50,100,7.02,RU,1701932034
482,ghanzi,-21.5667,21.7833,28.52,29,66,6.73,BW,1701932035
483,talcahuano,-36.7167,-73.1167,12.82,94,0,3.6,CL,1701932037
484,santa elena de uairen,4.6167,-61.1333,19.74,88,100,0.78,VE,1701932038
485,as suwayq,23.8494,57.4386,26.05,33,0,1.03,OM,1701932039
486,rabo de peixe,37.8,-25.5833,17.77,99,75,2.57,PT,1701932041
487,tamanrasset,22.785,5.5228,10.95,24,0,3.09,DZ,1701932042
488,quincy,42.2529,-71.0023,-2.97,73,7,0.89,US,1701932043
489,kupang,-10.1667,123.5833,34.32,59,75,4.63,ID,1701932044
490,tazacorte,28.629,-17.9293,19.54,83,100,3.6,ES,1701932046
491,kilindoni,-7.9139,39.6668,27.83,77,100,1.52,TZ,1701932047
492,saldanha,-33.0117,17.9442,17.03,72,0,3.57,ZA,1701932048
493,hastings,50.8552,0.5729,7.94,40,100,10.56,GB,1701932050
494,villa huidobro,-34.8383,-64.5869,12.84,90,0,2.47,AR,1701932052
495,broken hill,-31.95,141.4333,40.66,11,67,6.71,AU,1701932054
496,tromso,69.6496,18.957,-3.99,63,0,9.77,NO,1701931785
497,woolgoolga,-30.1106,153.2007,25.58,80,87,2.46,AU,1701932056
498,dunaivtsi,48.8891,26.8564,-2.58,80,100,4.54,UA,1701932058
499,azovo,54.6997,73.0237,-30.7,92,7,3.71,RU,1701932059
500,huarmey,-10.0681,-78.1522,19.49,89,100,3.23,PE,1701932061
501,smithers,54.7804,-127.1743,-2.82,100,100,1.54,CA,1701932062
502,toretsk,48.3987,37.8479,-1.89,85,100,6.81,UA,1701932063
503,wingham,43.8879,-81.3114,2.37,92,100,4.79,CA,1701932064
504,kristiansund,63.1115,7.732,-1.64,74,0,3.09,NO,1701932066
505,kamalpur,24.2,91.8333,19.27,99,100,2.01,IN,1701932067
506,palu,-0.8917,119.8707,30.19,76,86,1.87,ID,1701932068
507,inhambane,-23.865,35.3833,25.99,73,75,5.36,MZ,1701932070
508,benguela,-12.5763,13.4055,25.61,85,100,1.88,AO,1701932071
509,rasskazovo,52.6714,41.9033,-8.03,91,98,3.55,RU,1701932072
510,kirovsk,48.6375,38.6428,-2.68,88,100,7.35,UA,1701932074
511,fort st. john,56.2499,-120.8529,-3.06,68,20,4.63,CA,1701932075
512,gannan,47.9147,123.5031,-12.05,71,2,1.1,CN,1701932076
513,san luis de la loma,17.2706,-100.8939,24.54,79,91,2.17,MX,1701932077
514,lampang,18.3333,99.5,29.95,66,75,2.06,TH,1701932079
515,prabumulih,-3.45,104.25,31.79,61,100,0.6,ID,1701932080
516,al 'amarah,31.8406,47.1396,21.79,20,82,4.11,IQ,1701932014
517,bamboo flat,11.7,92.7167,31.05,70,40,2.06,IN,1701932083
518,nyandoma,61.669,40.1991,-19.05,100,81,1.34,RU,1701932084
519,alta,69.9689,23.2717,-10.41,74,40,5.14,NO,1701932085
520,barabai,-2.5833,115.3833,26.83,92,100,1.33,ID,1701932087
521,qarqaraly,49.4058,75.4742,-14.17,78,100,6.16,KZ,1701932089
522,bei'an,24.5399,109.533,23.11,29,13,0.59,CN,1701932091
523,coronel oviedo,-25.4167,-56.45,22.6,98,68,1.36,PY,1701932092
524,fabens,31.5023,-106.1586,12.49,34,14,2.57,US,1701932093
525,urumqi,43.801,87.6005,1.53,52,0,6.0,CN,1701931849
526,gonabad,34.3529,58.6837,15.03,14,100,1.21,IR,1701932096
527,dhulikhel,27.6189,85.5529,12.75,53,100,0.91,NP,1701932097
528,dunedin,-45.8742,170.5036,14.89,61,96,0.45,NZ,1701932098
529,newcastle west,52.4492,-9.0611,11.8,94,100,6.66,IE,1701932101
530,jutai,-5.1833,-68.9,22.82,99,100,0.58,BR,1701932102
531,konarka,19.9,86.1167,23.22,83,99,6.27,IN,1701932104
532,alo,7.4178,6.7371,26.45,71,90,0.67,NG,1701932105
533,i-n-salah,27.1935,2.4607,16.31,37,1,3.76,DZ,1701932106
534,rundu,-17.9333,19.7667,29.46,35,88,1.83,NA,1701932108
535,talara,-4.5772,-81.2719,20.51,84,84,5.55,PE,1701932109
536,yaren,-0.5472,166.916,27.61,83,100,8.25,NR,1701932110
537,berezovyy,51.6667,135.7,-10.87,96,100,0.87,RU,1701932112
538,hadibu,12.65,54.0333,26.0,63,100,6.92,YE,1701932113
539,gardez,33.5974,69.2259,9.86,15,19,1.2,AF,1701932114
540,katsuura,35.1333,140.3,17.01,57,0,14.36,JP,1701932115
541,beichengqu,40.4394,113.1536,5.24,31,0,6.66,CN,1701932117
542,suileng,47.25,127.0833,-13.74,88,28,1.97,CN,1701932118
543,sake,-1.5736,29.045,21.83,79,85,0.39,CD,1701932119
544,dongcun,36.7767,121.1597,11.88,60,0,7.11,CN,1701932121
545,charters towers,-20.1,146.2667,33.4,29,43,9.08,AU,1701932122
546,balqash,46.8481,74.995,-3.67,58,20,3.0,KZ,1701932126
547,kuqa,41.7278,82.9364,8.88,27,12,1.38,CN,1701932127
548,kelibia,36.8476,11.0939,12.14,94,40,1.54,TN,1701932129
549,minas de marcona,-15.2119,-75.1103,13.9,88,100,4.74,PE,1701931922
550,mount pearl,47.5166,-52.7813,-4.41,91,75,0.45,CA,1701932131
551,barrouallie,13.2333,-61.2667,25.43,81,21,4.99,VC,1701932133
552,ponot,8.452,123.0222,28.09,83,84,6.91,PH,1701932134
553,birjand,32.8663,59.2211,11.26,9,0,0.0,IR,1701932135
554,kitimat,54.0524,-128.6534,3.21,64,91,1.07,CA,1701932137
555,cambria,35.5641,-121.0808,13.01,97,100,0.89,US,1701932138
556,bikenibeu village,1.3673,173.1241,28.59,79,100,7.57,KI,1701932139
557,trairi,-3.2778,-39.2689,27.19,72,100,6.49,BR,1701932141
558,mogadishu,2.0371,45.3438,28.93,74,0,5.14,SO,1701932142
559,rongelap,11.1635,166.8941,27.48,82,15,10.04,MH,1701932143
560,lima,-12.0432,-77.0282,19.94,83,75,3.09,PE,1701932107
561,kayangel,8.0823,134.7173,28.74,75,100,5.66,PW,1701932146
562,moree,-29.4667,149.85,38.44,18,0,1.0,AU,1701932147
563,pathein,16.7833,94.7333,31.51,54,27,2.1,MM,1701932149
564,selfoss,63.9331,-20.9971,-2.23,51,94,6.26,IS,1701932150
565,tvoroyri,61.5556,-6.8111,7.36,74,90,12.41,FO,1701932151
566,kidal,18.4411,1.4078,21.91,16,1,3.25,ML,1701932153
567,lumut,4.2323,100.6298,31.01,70,40,3.6,MY,1701932154
568,escanaba,45.7453,-87.0646,3.17,86,0,2.57,US,1701932028
569,zahedan,29.4963,60.8629,17.95,19,0,2.06,IR,1701932158
570,odesskoye,54.2111,72.9651,-27.59,91,7,3.91,RU,1701932159
571,pont rouge,48.8833,-72.0825,-15.84,97,96,1.82,CA,1701932160
572,buka,40.8108,69.1986,8.74,57,100,1.61,UZ,1701932162
573,mishkino,55.3389,63.9175,-25.52,84,11,3.88,RU,1701932163
574,martinsburg,39.4562,-77.9639,1.95,69,98,1.36,US,1701932088
575,mucumpiz,8.4167,-71.1333,11.33,87,100,1.3,VE,1701932166
576,n'zeto,-7.2312,12.8666,27.82,70,76,3.63,AO,1701932167
577,acarau,-2.8856,-40.12,26.79,77,100,7.58,BR,1701932168
578,kasongo,-4.45,26.6667,23.73,86,96,0.62,CD,1701932170
579,salmon arm,50.6998,-119.3024,4.62,100,100,0.51,CA,1701932171
580,tucuma,-0.1833,-50.05,24.91,93,53,2.63,BR,1701932172
581,ust'-kulom,61.6864,53.6902,-30.83,99,46,0.67,RU,1701932174
582,porto novo,6.4965,2.6036,25.9,84,100,1.25,BJ,1701932176
583,papar,5.7333,115.9333,33.0,78,100,2.62,MY,1701932178
584,arkhangel'sk,64.5401,40.5433,-27.94,76,0,2.0,RU,1701932054
585,napili-honokowai,20.9708,-156.6705,24.54,80,7,7.79,US,1701932180
586,tangalle,6.024,80.7911,30.09,73,99,2.67,LK,1701932182
587,lensk,60.7253,114.9278,-35.8,97,97,1.56,RU,1701932183
588,tra mhor,52.1624,-7.1524,11.16,86,100,6.26,IE,1701932185
589,fauske,67.2588,15.3918,-3.92,79,100,4.56,NO,1701932187
590,saynshand,44.8824,110.1163,0.85,71,34,5.5,MN,1701932188
591,sujiatun,41.6592,123.3392,6.1,31,0,4.0,CN,1701932190
592,baise city,23.8997,106.6133,23.69,42,63,1.09,CN,1701932191
593,gereida,11.2811,25.1414,24.7,12,12,8.0,SD,1701932192
594,cabanas,22.9758,-82.9219,21.01,64,100,6.2,CU,1701932193
595,las vegas,36.175,-115.1372,19.38,24,0,9.26,US,1701931966
596,utete,-7.986,38.758,30.42,66,69,1.44,TZ,1701932196
597,parfino,57.9731,31.6481,-16.64,98,95,1.74,RU,1701932197
598,pandan,14.0453,124.1694,27.94,73,100,4.51,PH,1701932199
599,moroto,2.5345,34.6666,26.12,39,0,1.52,UG,1701932200
600,wudil,11.8107,8.8451,20.71,18,9,3.07,NG,1701932201
